train_count,track_utilization,block_duration,time,train_priority,previous_delay,congestion,expected_delay
3,18.1,2,15,2,1.9,LOW,23.74
6,19.8,3,16,3,13.2,LOW,44.55
14,45.0,1,14,1,17.5,LOW,42.95
14,51.6,3,2,1,0.0,MEDIUM,53.18
13,43.2,1,11,1,29.2,LOW,52.28
23,78.4,1,8,2,4.4,HIGH,73.58
19,61.7,1,20,2,0.8,MEDIUM,57.68
13,54.0,3,11,1,4.8,MEDIUM,58.0
6,21.5,1,14,1,1.0,LOW,25.99
3,17.3,1,1,2,2.4,LOW,19.33
11,39.6,1,22,2,6.5,LOW,47.14
19,71.3,4,17,1,3.6,MEDIUM,73.69
14,52.7,4,19,3,2.1,MEDIUM,68.92
24,86.7,1,11,1,1.8,HIGH,75.14
10,36.8,2,22,2,8.1,LOW,44.25
13,35.1,4,3,3,19.2,LOW,68.0
7,15.0,1,22,2,0.5,LOW,23.04
13,38.0,1,15,1,2.2,LOW,28.06
9,37.7,1,22,1,8.8,LOW,30.93
13,48.1,5,15,3,35.0,LOW,79.44
13,42.2,3,0,1,9.1,LOW,47.66
12,49.6,1,21,2,0.4,LOW,45.53
11,43.5,1,1,3,1.6,LOW,33.86
3,15.0,5,2,3,3.4,LOW,43.92
17,62.1,2,20,2,1.4,MEDIUM,58.03
21,75.0,2,19,2,1.6,HIGH,63.13
4,15.0,1,16,3,2.6,LOW,24.35
14,47.9,3,19,1,3.7,MEDIUM,57.0
20,71.3,1,21,1,4.0,MEDIUM,59.2
20,67.8,3,20,1,5.5,MEDIUM,67.06
10,29.7,1,0,1,21.1,LOW,34.39
14,37.3,1,19,3,40.1,LOW,72.09
3,15.0,2,5,2,0.2,LOW,26.53
12,46.4,3,14,3,5.4,LOW,51.74
4,17.0,2,13,2,11.2,LOW,28.39
17,48.3,1,19,2,0.6,MEDIUM,48.16
14,52.1,2,14,2,22.7,MEDIUM,57.4
6,15.0,3,13,1,22.2,LOW,45.35
19,63.5,3,20,3,1.9,MEDIUM,74.3
5,21.9,2,23,1,12.3,LOW,34.39
13,42.3,1,4,2,7.0,LOW,37.38
3,15.0,2,5,1,0.3,LOW,18.66
3,15.0,2,16,3,2.8,LOW,28.88
17,52.1,4,10,3,2.4,MEDIUM,63.46
6,17.8,2,15,2,16.9,LOW,33.65
23,80.6,2,11,2,18.2,HIGH,77.86
5,15.0,2,14,2,0.3,LOW,31.97
7,20.7,2,22,1,10.8,LOW,36.22
3,15.0,2,3,1,1.0,LOW,23.22
14,43.3,2,17,2,12.5,LOW,57.27
16,65.5,4,20,1,14.9,MEDIUM,76.12
14,49.1,2,2,1,0.5,MEDIUM,43.48
20,62.3,1,21,1,3.2,MEDIUM,61.92
11,24.7,1,7,1,3.8,LOW,27.48
5,17.8,3,22,1,24.8,LOW,36.47
6,29.1,1,2,1,3.7,LOW,24.49
7,26.9,2,7,1,2.4,LOW,31.37
14,62.9,2,17,1,7.7,MEDIUM,61.55
18,57.7,2,9,2,1.4,MEDIUM,58.14
19,67.8,3,19,3,7.8,MEDIUM,75.81
5,15.0,3,16,1,4.9,LOW,31.65
9,20.0,5,7,3,10.5,LOW,53.91
11,36.3,2,22,1,6.9,LOW,42.52
21,78.4,2,10,2,1.6,HIGH,66.37
3,20.3,1,4,2,22.2,LOW,29.11
14,47.9,2,12,2,4.8,MEDIUM,50.57
22,69.4,1,20,2,10.9,HIGH,70.45
8,15.0,3,22,1,6.1,LOW,36.96
5,15.0,2,4,1,16.0,LOW,26.21
14,47.3,2,23,3,3.3,MEDIUM,55.25
10,30.5,1,12,1,8.1,LOW,32.68
7,15.0,2,5,1,0.7,LOW,20.83
5,16.9,2,4,1,0.6,LOW,19.81
13,42.0,2,8,1,14.8,LOW,48.37
10,36.7,4,15,2,13.6,LOW,50.69
4,15.0,3,1,2,3.6,LOW,30.99
7,21.4,1,0,1,9.0,LOW,17.44
5,17.0,2,7,1,14.1,LOW,33.8
13,46.3,2,18,2,1.2,LOW,56.6
16,51.4,3,10,2,33.5,MEDIUM,81.05
14,42.8,3,11,3,17.4,LOW,62.43
22,68.0,1,11,3,9.4,MEDIUM,73.14
13,44.5,3,6,3,6.3,LOW,59.63
4,15.0,1,12,2,18.0,LOW,36.08
8,37.2,3,7,2,10.8,LOW,40.6
25,83.7,1,21,1,7.0,HIGH,74.69
19,65.2,1,8,2,17.8,MEDIUM,65.4
12,46.2,4,6,1,1.9,LOW,53.91
14,53.7,2,20,3,2.2,MEDIUM,55.79
7,20.9,5,23,1,21.3,LOW,54.56
14,58.7,1,14,2,0.6,MEDIUM,52.29
13,56.8,2,1,1,0.4,MEDIUM,41.44
7,21.6,3,22,2,12.6,LOW,36.58
12,40.6,1,19,1,4.3,LOW,39.61
15,52.7,1,11,1,19.8,MEDIUM,58.55
10,29.2,1,0,1,2.9,LOW,32.38
14,47.0,5,22,1,2.7,MEDIUM,53.09
24,75.4,3,21,1,25.2,HIGH,86.27
8,26.6,2,7,1,6.5,LOW,35.84
14,46.4,1,4,3,7.6,LOW,48.71
7,25.8,1,14,1,18.3,LOW,33.16
6,23.3,2,0,1,3.8,LOW,34.16
12,40.3,5,0,3,2.3,LOW,60.79
21,78.9,3,9,2,6.8,HIGH,79.6
12,34.9,2,21,1,4.2,LOW,42.16
17,55.3,2,9,1,1.4,MEDIUM,62.56
20,63.6,5,20,2,1.0,MEDIUM,76.18
3,19.1,2,14,1,10.3,LOW,24.12
14,46.3,5,16,1,0.3,LOW,59.52
21,70.2,1,21,2,6.0,HIGH,63.66
6,28.1,3,5,1,3.2,LOW,36.63
8,17.9,2,2,3,1.3,LOW,29.17
10,27.7,3,12,1,17.7,LOW,39.74
14,46.7,2,15,2,10.8,LOW,47.72
14,44.1,1,7,2,11.9,LOW,50.72
3,15.4,1,14,1,4.6,LOW,10.15
5,15.0,4,16,3,8.4,LOW,45.48
14,51.1,1,16,3,0.8,MEDIUM,49.34
19,58.6,5,21,1,1.2,MEDIUM,76.44
12,42.3,3,12,3,3.1,LOW,48.28
4,18.9,2,16,1,4.9,LOW,22.38
11,48.6,4,5,3,0.8,LOW,60.44
5,15.0,3,16,1,6.7,LOW,31.69
6,21.0,2,15,1,2.2,LOW,28.03
6,26.1,1,13,1,11.9,LOW,27.34
3,15.0,4,12,1,0.0,LOW,31.9
7,26.1,3,5,1,16.1,LOW,42.05
7,19.6,3,2,3,10.6,LOW,46.98
4,15.0,3,13,3,6.3,LOW,33.72
3,15.0,1,13,1,10.7,LOW,16.57
7,27.4,4,14,1,3.6,LOW,41.35
7,34.9,1,7,3,1.4,LOW,31.6
9,31.5,1,14,1,0.1,LOW,28.07
25,85.4,1,21,1,6.4,HIGH,79.7
12,28.0,1,12,2,2.8,LOW,32.91
12,40.4,2,16,1,1.9,LOW,43.64
21,74.8,1,20,1,16.1,HIGH,66.72
14,37.7,1,23,2,10.3,LOW,46.71
10,35.0,1,2,2,37.0,LOW,50.22
7,23.7,3,5,1,8.7,LOW,39.49
7,15.0,2,4,3,18.1,LOW,42.8
22,77.3,2,21,2,1.0,HIGH,68.72
4,15.0,3,16,1,10.3,LOW,22.6
12,41.6,2,22,1,0.7,LOW,43.67
13,46.1,2,1,1,0.8,LOW,32.9
4,15.0,5,14,1,15.6,LOW,42.25
7,25.9,1,4,1,3.6,LOW,21.39
18,58.2,2,19,1,3.0,MEDIUM,62.96
13,45.0,2,5,1,1.6,LOW,49.21
7,19.9,3,5,2,5.3,LOW,38.42
24,88.1,3,17,2,1.8,HIGH,80.42
23,82.3,1,17,2,6.2,HIGH,68.02
8,25.1,3,3,2,8.6,LOW,43.6
13,48.4,3,16,3,8.5,LOW,51.69
8,24.7,1,13,2,3.6,LOW,22.54
7,25.1,1,13,1,9.7,LOW,24.58
7,18.7,3,12,1,2.5,LOW,31.93
10,39.8,1,6,3,13.2,LOW,34.1
23,77.5,1,11,1,0.0,HIGH,71.11
11,33.4,1,22,1,27.2,LOW,40.89
8,28.6,1,14,2,4.5,LOW,26.87
20,57.6,1,18,2,3.3,MEDIUM,62.85
23,72.1,2,10,2,7.8,HIGH,69.03
5,15.2,1,14,1,16.9,LOW,24.55
20,68.8,4,11,1,3.5,MEDIUM,76.17
7,24.5,1,2,3,0.6,LOW,25.52
4,15.0,2,16,1,3.5,LOW,23.32
13,47.7,5,2,1,0.0,LOW,60.11
24,74.2,4,18,1,1.6,HIGH,79.41
23,76.6,2,19,2,0.4,HIGH,80.11
13,50.6,2,3,2,3.9,MEDIUM,46.87
11,40.9,2,2,3,0.5,LOW,43.88
8,34.8,4,15,1,33.0,LOW,56.99
12,54.3,1,11,1,12.2,MEDIUM,48.77
13,40.5,2,7,1,4.4,LOW,40.77
10,36.0,3,23,3,12.5,LOW,56.88
13,39.3,2,16,1,4.3,LOW,48.05
14,41.0,3,6,1,8.3,LOW,53.78
18,63.8,3,10,2,13.8,MEDIUM,73.62
19,64.8,1,17,1,9.2,MEDIUM,58.05
4,15.0,2,0,2,0.7,LOW,23.58
6,23.8,2,2,3,0.4,LOW,41.73
5,15.0,3,3,1,6.7,LOW,30.53
12,31.8,3,12,1,1.7,LOW,35.98
9,34.7,3,5,1,33.1,LOW,60.24
12,36.7,1,13,1,0.1,LOW,27.52
12,45.3,3,4,1,11.0,LOW,46.36
12,43.0,2,15,2,0.3,LOW,42.63
10,18.2,2,14,1,7.6,LOW,34.99
7,22.0,2,14,3,4.4,LOW,35.53
4,15.0,3,3,1,8.0,LOW,31.76
14,53.2,3,7,1,11.5,MEDIUM,52.86
11,34.0,2,15,1,0.3,LOW,30.28
3,15.3,4,15,2,5.9,LOW,35.3
7,24.2,1,3,1,22.8,LOW,28.99
14,44.1,2,12,2,2.0,LOW,50.06
14,50.6,2,12,2,0.6,MEDIUM,45.43
5,22.3,5,1,3,11.8,LOW,50.97
10,26.9,1,2,2,10.8,LOW,41.57
19,55.4,2,21,1,4.0,MEDIUM,61.61
14,47.1,4,7,2,14.2,MEDIUM,60.17
14,45.2,4,23,3,6.3,LOW,61.03
3,15.0,4,14,3,5.2,LOW,39.25
18,65.9,2,10,1,13.8,MEDIUM,68.49
17,47.8,3,8,2,0.8,MEDIUM,62.7
12,38.5,2,6,1,2.0,LOW,36.42
10,24.6,2,12,1,4.7,LOW,39.83
11,29.3,1,1,2,0.7,LOW,28.8
11,27.3,3,7,3,43.9,LOW,68.0
4,15.0,2,6,2,3.0,LOW,27.62
11,27.9,2,23,3,23.6,LOW,51.15
18,57.2,2,11,1,5.1,MEDIUM,56.28
17,52.6,1,18,1,20.7,MEDIUM,48.95
13,42.1,1,6,2,4.6,LOW,34.59
17,57.8,2,9,1,13.5,MEDIUM,64.15
11,36.9,3,15,3,11.1,LOW,54.72
5,15.0,1,2,1,23.5,LOW,35.24
16,54.2,3,9,1,8.1,MEDIUM,63.34
13,41.7,3,5,2,2.1,LOW,50.37
15,53.8,3,17,1,6.2,MEDIUM,57.97
12,36.8,2,17,3,1.3,LOW,49.37
12,44.3,3,4,1,3.3,LOW,47.04
20,62.1,1,20,1,12.5,MEDIUM,68.94
4,15.0,2,6,2,0.1,LOW,26.53
5,16.3,3,1,1,7.8,LOW,31.09
16,44.1,5,10,2,9.4,MEDIUM,71.96
12,35.5,1,12,1,18.4,LOW,32.8
12,47.7,2,22,1,11.3,LOW,40.92
14,51.6,4,4,3,4.1,MEDIUM,61.23
7,21.5,4,5,2,11.6,LOW,46.51
5,31.1,1,23,1,7.9,LOW,22.16
6,19.4,2,13,2,7.1,LOW,36.66
23,79.1,1,11,3,0.6,HIGH,73.75
10,42.7,3,3,1,6.2,LOW,46.86
14,49.5,2,22,1,16.1,MEDIUM,56.08
9,28.7,3,5,2,4.6,LOW,47.48
24,85.8,4,9,1,9.7,HIGH,85.61
23,81.9,5,17,1,18.7,HIGH,92.65
4,15.0,4,14,3,6.1,LOW,40.62
5,15.7,1,7,1,0.7,LOW,17.4
13,45.0,1,8,2,0.4,LOW,39.2
9,31.5,2,4,2,12.8,LOW,43.55
19,59.4,2,9,2,0.3,MEDIUM,62.84
25,86.8,1,19,2,54.6,HIGH,101.27
4,15.0,2,5,1,1.1,LOW,17.2
13,47.0,4,15,1,11.9,LOW,61.59
4,18.9,4,23,1,16.2,LOW,49.22
12,35.9,1,2,2,2.9,LOW,34.12
17,55.6,2,9,1,6.2,MEDIUM,56.65
20,69.1,2,10,1,24.4,MEDIUM,75.16
17,62.2,4,10,3,24.8,MEDIUM,86.54
7,20.4,2,16,3,21.3,LOW,34.51
3,15.0,5,3,1,2.6,LOW,41.09
3,19.9,3,3,1,0.5,LOW,20.08
11,42.3,5,16,2,0.9,LOW,60.52
13,42.7,3,8,2,1.2,LOW,48.41
15,62.2,4,18,1,8.9,MEDIUM,66.22
14,50.4,3,4,1,13.0,MEDIUM,59.46
12,51.3,1,21,2,0.4,MEDIUM,42.96
5,23.7,1,23,3,17.7,LOW,38.28
5,34.1,4,5,2,11.0,LOW,46.2
14,56.5,1,2,1,6.0,MEDIUM,43.85
18,58.5,2,21,1,36.8,MEDIUM,72.83
3,15.0,3,0,2,2.5,LOW,26.09
20,62.6,3,19,1,2.0,MEDIUM,75.27
20,73.5,1,21,1,3.3,HIGH,61.06
5,27.2,2,15,1,6.0,LOW,23.03
4,15.0,2,22,2,3.9,LOW,29.18
20,72.4,2,10,2,14.2,HIGH,67.33
12,44.7,4,12,2,18.0,LOW,61.23
21,75.4,3,9,2,27.2,HIGH,81.21
8,20.1,5,2,3,13.6,LOW,52.85
14,44.8,1,8,2,7.5,LOW,50.93
17,59.7,2,11,1,7.6,MEDIUM,61.24
4,15.0,3,22,1,1.7,LOW,23.08
4,15.0,2,13,2,2.4,LOW,26.68
9,36.4,1,0,1,47.2,LOW,43.37
15,47.1,5,17,3,2.4,MEDIUM,78.05
9,30.4,4,16,1,5.0,LOW,45.63
13,57.6,2,8,1,3.9,MEDIUM,52.38
22,81.0,2,8,2,9.3,HIGH,72.54
6,20.7,1,22,2,3.3,LOW,22.45
14,50.0,5,9,2,9.2,MEDIUM,76.38
13,45.9,3,18,2,25.9,LOW,69.28
5,15.0,1,14,1,2.3,LOW,23.3
5,19.0,1,4,1,3.7,LOW,18.18
14,54.5,3,14,3,3.4,MEDIUM,56.9
14,47.1,1,19,1,2.9,MEDIUM,47.19
11,41.9,4,22,1,2.5,LOW,48.98
11,40.5,5,1,1,8.0,LOW,59.01
13,48.1,4,12,1,6.4,LOW,53.5
7,17.5,3,23,2,5.7,LOW,32.88
12,43.2,2,15,2,12.9,LOW,50.27
3,20.5,1,14,2,1.3,LOW,14.38
21,71.3,3,9,2,1.5,HIGH,82.17
13,42.6,2,13,1,5.8,LOW,42.72
16,59.4,2,9,1,3.5,MEDIUM,55.43
6,26.0,1,13,1,1.5,LOW,23.96
6,27.7,1,22,1,9.4,LOW,28.66
14,46.9,2,8,1,5.5,MEDIUM,50.33
8,30.4,3,13,1,1.8,LOW,38.27
14,59.2,2,2,2,2.5,MEDIUM,48.33
13,39.3,2,19,2,10.3,LOW,59.02
13,35.9,2,15,3,3.2,LOW,50.36
6,25.1,1,1,2,1.8,LOW,23.77
22,77.4,4,9,1,27.0,HIGH,89.02
12,38.3,2,2,1,0.7,LOW,37.04
25,81.1,1,10,1,1.3,HIGH,68.43
20,67.5,1,10,1,10.1,MEDIUM,64.33
23,84.3,5,20,1,4.4,HIGH,91.35
17,63.5,2,20,1,11.2,MEDIUM,63.36
15,52.3,1,21,2,6.4,MEDIUM,53.75
9,27.7,2,12,2,0.3,LOW,34.96
7,15.0,1,6,2,9.2,LOW,32.13
5,19.7,1,22,1,13.1,LOW,24.16
8,31.2,3,16,2,6.4,LOW,50.29
5,16.1,1,1,2,2.9,LOW,28.34
14,61.6,3,11,2,0.1,MEDIUM,59.96
23,73.8,2,9,1,19.0,HIGH,76.95
17,66.7,1,17,2,9.8,MEDIUM,48.47
25,89.6,3,21,2,0.4,HIGH,78.36
21,70.3,2,10,1,14.7,HIGH,69.94
9,21.0,3,15,1,0.4,LOW,34.58
13,52.5,3,16,1,9.9,MEDIUM,55.35
18,61.5,5,18,2,9.5,MEDIUM,84.59
25,95.8,1,17,2,19.8,HIGH,76.45
11,37.8,1,2,1,1.4,LOW,28.32
17,66.5,2,20,1,6.7,MEDIUM,56.07
5,15.0,1,15,3,6.3,LOW,21.34
10,25.9,2,5,1,0.3,LOW,33.43
14,45.2,1,11,1,8.1,LOW,51.68
20,55.0,2,10,1,2.3,MEDIUM,66.5
10,35.9,1,14,2,3.2,LOW,39.38
10,29.4,3,14,2,2.2,LOW,35.66
9,35.1,3,15,1,0.5,LOW,37.49
21,59.8,1,9,3,1.5,MEDIUM,64.6
13,51.1,3,11,2,1.9,MEDIUM,61.19
12,41.3,2,12,1,6.9,LOW,32.62
12,46.3,2,3,2,1.2,LOW,41.03
10,33.0,1,6,1,20.3,LOW,44.73
22,64.8,3,21,2,2.1,MEDIUM,73.93
4,21.5,2,1,1,8.4,LOW,33.03
4,18.1,1,14,2,1.4,LOW,23.91
4,19.4,5,7,1,12.7,LOW,42.18
11,38.2,1,6,3,0.6,LOW,40.34
7,34.8,4,14,1,10.7,LOW,50.58
5,32.1,2,22,2,4.0,LOW,30.66
8,35.5,3,13,1,5.0,LOW,37.25
11,28.9,3,7,3,3.6,LOW,43.74
18,62.7,4,11,2,4.1,MEDIUM,77.58
11,33.4,5,12,1,0.0,LOW,55.69
16,46.3,4,10,3,0.2,MEDIUM,65.2
13,43.5,2,16,1,12.6,LOW,42.3
12,47.7,3,16,2,1.9,LOW,47.58
13,41.6,3,23,2,7.5,LOW,51.58
6,16.9,1,3,1,8.5,LOW,27.06
15,49.2,4,20,3,9.6,MEDIUM,78.44
14,60.1,2,7,1,7.3,MEDIUM,47.29
3,15.0,1,4,1,7.9,LOW,25.81
13,40.0,2,15,3,7.0,LOW,45.23
12,51.3,2,3,2,21.1,MEDIUM,56.73
19,65.4,2,21,1,8.7,MEDIUM,70.06
4,15.0,2,14,1,3.5,LOW,19.83
17,54.9,1,11,2,3.5,MEDIUM,50.67
6,15.5,2,4,1,0.7,LOW,26.4
6,19.6,4,22,3,38.4,LOW,63.87
11,37.0,2,15,2,17.7,LOW,47.35
3,15.0,2,13,1,0.4,LOW,24.53
20,64.8,1,9,1,15.8,MEDIUM,67.05
4,17.3,1,6,2,1.2,LOW,15.07
8,36.8,2,12,1,2.2,LOW,33.9
20,64.5,1,19,2,9.1,MEDIUM,68.07
5,24.8,3,4,3,10.5,LOW,37.79
6,21.6,3,2,2,5.6,LOW,34.27
4,15.0,2,14,1,27.5,LOW,39.25
9,35.1,2,3,1,5.4,LOW,35.75
11,40.4,4,14,2,2.4,LOW,54.08
7,27.7,1,13,2,0.1,LOW,20.08
12,36.7,2,19,2,16.2,LOW,56.92
22,68.8,4,18,1,4.0,HIGH,75.53
11,24.8,4,12,3,12.2,LOW,49.79
18,63.7,2,9,1,11.9,MEDIUM,63.68
24,76.2,2,20,2,0.4,HIGH,77.03
4,15.0,1,4,2,13.8,LOW,29.78
9,30.0,1,22,2,2.7,LOW,31.42
24,74.2,3,19,1,14.7,HIGH,80.17
17,66.5,1,19,2,5.4,MEDIUM,52.49
3,15.0,4,5,1,7.2,LOW,36.79
10,37.3,2,3,2,0.9,LOW,38.71
4,18.9,1,1,1,3.8,LOW,18.85
20,57.3,1,21,1,28.3,MEDIUM,66.83
4,15.0,2,15,1,20.8,LOW,35.11
25,90.1,1,17,2,41.2,HIGH,94.16
12,34.9,3,4,2,5.7,LOW,52.73
19,66.6,4,21,2,13.6,MEDIUM,83.57
14,42.3,5,3,2,4.9,LOW,61.86
11,39.9,3,12,2,22.7,LOW,54.07
25,81.7,4,18,1,34.1,HIGH,98.58
5,17.5,2,22,2,16.8,LOW,34.32
10,41.7,2,1,2,7.8,LOW,46.24
6,24.7,3,12,1,36.0,LOW,48.49
23,73.9,1,10,1,33.0,HIGH,77.96
23,81.4,1,21,1,5.2,HIGH,69.08
12,43.2,3,3,1,2.9,LOW,48.43
12,47.9,5,21,1,1.7,LOW,60.49
25,85.6,2,19,1,9.0,HIGH,76.71
15,51.4,2,19,2,0.3,MEDIUM,51.42
3,15.0,2,14,1,11.5,LOW,23.49
10,38.9,2,3,1,0.4,LOW,41.04
18,81.4,2,8,3,2.5,HIGH,72.84
9,39.9,4,6,2,5.5,LOW,53.19
25,85.2,2,18,1,0.8,HIGH,77.55
25,84.5,1,18,2,0.3,HIGH,61.91
9,26.2,3,5,1,5.2,LOW,38.67
6,15.0,2,5,1,17.4,LOW,33.73
12,41.5,3,19,1,4.2,LOW,49.27
12,28.0,2,14,3,1.8,LOW,36.83
13,56.1,3,14,2,4.2,MEDIUM,53.12
24,76.8,1,19,2,10.3,HIGH,75.65
13,52.0,1,8,3,0.3,MEDIUM,53.64
9,29.9,2,3,3,0.2,LOW,33.07
15,54.5,3,17,2,5.0,MEDIUM,64.43
15,43.4,1,17,2,9.0,LOW,46.66
12,44.4,2,4,1,7.6,LOW,45.09
25,85.9,5,19,1,8.1,HIGH,90.54
9,42.4,1,22,2,1.4,LOW,35.97
18,53.6,3,10,2,6.2,MEDIUM,69.02
4,15.0,3,4,3,3.8,LOW,41.51
14,41.5,4,21,1,0.9,LOW,59.32
10,21.9,4,3,2,1.1,LOW,47.91
19,59.6,2,11,2,8.3,MEDIUM,68.9
8,21.5,3,1,1,25.2,LOW,44.15
3,15.0,2,12,2,0.9,LOW,28.44
19,64.9,2,9,2,5.5,MEDIUM,75.88
25,76.1,1,8,1,2.3,HIGH,67.01
20,75.3,2,9,2,2.6,HIGH,65.37
14,51.2,1,6,1,2.0,MEDIUM,31.05
12,46.4,3,3,1,6.3,LOW,57.71
17,65.0,5,18,2,0.5,MEDIUM,81.01
15,45.3,4,9,1,10.9,MEDIUM,67.0
11,34.0,1,2,1,7.5,LOW,38.22
13,46.6,1,20,1,3.9,LOW,40.23
21,79.2,3,18,1,2.0,HIGH,78.37
15,53.0,2,20,1,6.1,MEDIUM,56.18
13,44.3,3,1,1,24.8,LOW,56.97
17,53.9,3,19,2,9.9,MEDIUM,68.58
12,33.0,2,9,3,2.6,LOW,47.16
13,51.3,1,1,1,10.9,MEDIUM,39.9
10,31.9,1,1,1,5.6,LOW,27.02
14,48.1,1,23,1,0.4,MEDIUM,39.82
11,47.7,2,16,1,7.7,LOW,43.67
4,15.0,5,15,2,2.1,LOW,34.25
6,21.0,1,15,2,4.2,LOW,19.85
4,15.0,1,13,2,5.2,LOW,26.07
9,23.0,2,6,1,12.8,LOW,39.76
17,60.0,2,20,3,6.9,MEDIUM,64.14
18,49.6,4,10,1,3.3,MEDIUM,71.62
8,36.1,1,23,2,8.6,LOW,27.45
10,21.8,5,0,2,1.7,LOW,55.4
22,73.3,4,10,2,13.8,HIGH,76.45
6,17.4,4,22,1,1.8,LOW,36.41
16,61.3,1,20,1,6.5,MEDIUM,57.53
3,15.0,2,3,2,1.8,LOW,25.94
8,17.8,3,6,1,3.2,LOW,40.08
13,36.5,3,14,1,4.4,LOW,46.44
25,72.5,3,17,2,3.7,HIGH,80.83
18,66.7,2,11,1,21.7,MEDIUM,74.69
10,45.2,2,16,2,2.0,LOW,45.56
6,27.9,5,0,1,1.6,LOW,42.72
23,78.7,1,10,2,5.8,HIGH,71.64
8,29.4,1,0,1,23.8,LOW,33.99
8,25.3,1,14,3,5.6,LOW,38.24
15,47.9,3,20,1,25.6,MEDIUM,68.06
18,64.4,1,9,2,1.7,MEDIUM,59.34
7,16.1,2,6,3,0.1,LOW,31.62
14,51.1,2,1,1,2.9,MEDIUM,33.05
15,50.9,1,9,1,8.1,MEDIUM,46.82
9,34.8,3,23,1,7.2,LOW,36.32
10,37.3,1,3,1,2.2,LOW,32.88
21,64.3,2,11,2,8.7,MEDIUM,60.69
25,89.7,2,18,1,14.2,HIGH,82.72
18,70.6,2,10,3,9.3,MEDIUM,66.41
9,35.4,1,7,2,10.4,LOW,37.76
20,62.7,4,17,1,2.9,MEDIUM,73.82
16,59.8,4,10,2,6.0,MEDIUM,71.03
16,57.3,2,10,1,0.3,MEDIUM,59.38
3,15.0,2,12,1,3.6,LOW,26.56
4,15.0,2,2,1,13.5,LOW,33.58
22,79.9,4,11,2,12.5,HIGH,84.59
7,23.5,2,2,1,22.6,LOW,34.06
13,47.5,1,9,2,27.7,LOW,62.71
11,34.1,4,16,1,28.8,LOW,57.17
14,49.5,2,21,3,1.4,MEDIUM,50.88
8,34.8,2,1,2,1.0,LOW,30.83
9,33.7,2,16,1,16.6,LOW,41.79
6,22.0,1,15,2,3.9,LOW,25.19
10,34.7,5,1,2,3.5,LOW,59.64
17,57.4,3,21,1,6.1,MEDIUM,59.01
13,39.9,1,19,1,4.8,LOW,37.8
13,42.3,2,5,1,2.0,LOW,41.18
25,86.2,2,9,2,14.9,HIGH,76.07
19,52.8,1,9,2,19.2,MEDIUM,62.62
4,21.3,2,7,1,11.0,LOW,32.09
6,17.4,2,0,1,0.4,LOW,34.37
13,37.1,1,12,1,1.0,LOW,33.81
6,32.5,2,23,2,3.4,LOW,31.42
22,76.0,1,8,2,6.5,HIGH,68.78
23,84.7,2,21,3,7.5,HIGH,82.8
18,57.2,2,9,1,0.8,MEDIUM,62.53
12,47.6,1,14,1,25.8,LOW,44.9
14,52.0,2,4,1,6.0,MEDIUM,51.85
13,42.3,2,21,2,4.5,LOW,50.12
8,17.0,3,15,1,1.7,LOW,40.9
13,50.5,2,12,1,24.1,MEDIUM,57.77
15,49.8,2,21,2,4.7,MEDIUM,53.56
19,71.7,2,19,1,1.0,MEDIUM,63.44
15,48.9,3,17,1,7.6,MEDIUM,58.58
18,60.8,3,10,2,3.4,MEDIUM,70.55
24,83.8,1,8,1,13.2,HIGH,71.99
7,35.7,5,15,1,6.3,LOW,46.71
8,22.4,3,1,1,0.9,LOW,37.46
6,17.9,2,1,1,11.1,LOW,32.21
24,78.3,4,11,1,2.9,HIGH,77.78
7,20.0,2,7,3,4.2,LOW,40.71
19,64.2,1,8,1,12.0,MEDIUM,64.69
17,64.5,3,11,2,0.9,MEDIUM,69.54
13,42.0,4,8,1,30.5,LOW,70.63
16,65.7,1,9,1,9.7,MEDIUM,51.61
10,41.9,2,1,1,1.7,LOW,42.37
3,15.0,3,15,1,0.5,LOW,23.53
21,67.0,4,19,1,6.3,MEDIUM,74.22
4,18.0,1,6,1,3.8,LOW,20.21
6,29.3,1,1,2,0.2,LOW,18.82
7,30.0,1,0,1,7.5,LOW,29.29
17,53.7,2,18,3,3.0,MEDIUM,59.55
14,46.7,4,3,1,3.1,LOW,54.89
7,15.1,2,23,1,1.4,LOW,30.5
21,63.5,4,21,1,1.2,MEDIUM,79.61
7,29.6,3,1,1,1.2,LOW,40.02
9,34.2,2,13,2,17.4,LOW,50.06
11,47.3,1,1,2,6.1,LOW,39.73
10,26.9,2,14,1,5.1,LOW,26.38
12,48.9,1,11,1,9.8,LOW,45.77
12,48.6,2,4,2,3.1,LOW,48.11
15,63.5,1,19,1,13.8,MEDIUM,53.53
4,18.8,1,6,1,1.8,LOW,17.19
8,15.0,2,23,1,13.0,LOW,29.05
13,47.5,2,20,1,0.5,LOW,51.53
12,29.7,1,9,1,1.4,LOW,35.87
4,15.0,3,13,3,17.9,LOW,40.04
5,18.7,2,13,2,0.9,LOW,30.07
12,45.6,3,4,2,2.3,LOW,49.34
17,47.5,3,17,1,0.3,MEDIUM,65.95
9,17.5,3,23,2,7.3,LOW,39.85
8,24.6,4,13,2,3.2,LOW,37.61
5,20.1,1,1,2,8.0,LOW,28.85
22,74.7,1,11,1,0.7,HIGH,62.76
16,52.4,1,21,3,4.0,MEDIUM,58.94
5,15.0,2,23,1,3.7,LOW,23.68
6,18.4,2,5,3,6.2,LOW,35.59
